file,sub,machine_correct,machine_attempted,machine_ins,enum_correct,enum_attempted,child_words,grade,conf
AA_8078f394-0660-4be,letterid_urd,1,78,2,82.0,83.0,80,1.0,1.0
AA_8078f394-0660-4be,letterid_eng,37,97,1,82.0,82.0,66,1.0,0.9
AA_8078f394-0660-4be,pw_eng,0,30,21,1.0,6.0,51,1.0,0.9
AA_8013413a-f6a1-4ac,letterid_urd,9,78,1,20.0,30.0,30,2.0,1.0
AA_8013413a-f6a1-4ac,orf_urd,0,60,0,0.0,5.0,3,2.0,0.9
AA_8013413a-f6a1-4ac,letterid_eng,21,97,17,1.0,8.0,114,2.0,1.0
AA_8013413a-f6a1-4ac,pw_eng,1,30,0,0.0,5.0,9,2.0,1.0
AA_8013413a-f6a1-4ac,idwrd_eng,0,49,73,0.0,5.0,122,2.0,1.0
AA_aef46179-5917-4dd,letterid_urd,1,78,8,40.0,42.0,86,3.0,1.0
AA_aef46179-5917-4dd,idwrd_urd,17,50,1,24.0,31.0,42,3.0,1.0
AA_aef46179-5917-4dd,orf_urd,13,60,11,30.0,39.0,63,3.0,1.0
AA_aef46179-5917-4dd,letterid_eng,30,97,127,90.0,90.0,223,3.0,1.0
AA_aef46179-5917-4dd,pw_eng,0,30,0,0.0,5.0,17,3.0,1.0
AA_aef46179-5917-4dd,idwrd_eng,9,49,1,25.0,28.0,34,3.0,1.0
AA_aef46179-5917-4dd,orf_eng,4,59,0,1.0,5.0,28,3.0,0.8
AA_2958d924-08be-406,letterid_urd,6,78,8,69.0,77.0,86,3.0,0.9
AA_2958d924-08be-406,idwrd_urd,43,50,0,50.0,50.0,49,3.0,0.9
AA_2958d924-08be-406,orf_urd,41,60,2,59.0,60.0,62,3.0,0.9
AA_2958d924-08be-406,letterid_eng,80,97,66,100.0,100.0,159,3.0,0.9
AA_2958d924-08be-406,pw_eng,4,30,9,10.0,30.0,38,3.0,0.9
AA_2958d924-08be-406,idwrd_eng,43,49,2,46.0,49.0,49,3.0,0.9
AA_2958d924-08be-406,orf_eng,28,48,2,29.0,34.0,38,3.0,0.9
AA_eb788e8a-917d-490,letterid_urd,18,78,37,98.0,100.0,115,4.0,0.95
AA_eb788e8a-917d-490,idwrd_urd,43,50,4,50.0,50.0,54,4.0,0.95
AA_eb788e8a-917d-490,orf_urd,40,60,1,60.0,60.0,61,4.0,0.95
AA_eb788e8a-917d-490,letterid_eng,53,97,86,100.0,100.0,182,4.0,0.95
AA_eb788e8a-917d-490,pw_eng,0,30,64,24.0,32.0,94,4.0,0.95
AA_eb788e8a-917d-490,idwrd_eng,41,49,8,50.0,50.0,56,4.0,0.95
AA_eb788e8a-917d-490,orf_eng,47,59,5,60.0,60.0,63,4.0,0.95
AA_1f684f13-e02a-48c,letterid_urd,4,78,0,39.0,43.0,42,1.0,0.9
AA_1f684f13-e02a-48c,idwrd_urd,0,50,4,0.0,2.0,54,1.0,0.9
AA_1f684f13-e02a-48c,orf_urd,1,60,11,1.0,3.0,71,1.0,1.0
AA_1f684f13-e02a-48c,letterid_eng,43,97,2,25.0,31.0,79,1.0,1.0
AA_1f684f13-e02a-48c,pw_eng,5,30,63,0.0,1.0,93,1.0,1.0
AA_1f684f13-e02a-48c,idwrd_eng,0,49,2,7.0,8.0,51,1.0,1.0
AA_1f684f13-e02a-48c,orf_eng,1,59,9,0.0,1.0,68,1.0,0.9
AA_b47c2091-d93e-49d,letterid_urd,2,78,0,70.0,70.0,77,4.0,0.9
AA_b47c2091-d93e-49d,idwrd_urd,39,50,18,50.0,50.0,67,4.0,0.9
AA_b47c2091-d93e-49d,orf_urd,42,60,5,60.0,60.0,65,4.0,0.9
AA_b47c2091-d93e-49d,letterid_eng,70,97,11,93.0,96.0,103,4.0,0.9
AA_b47c2091-d93e-49d,idwrd_eng,32,49,2,49.0,49.0,50,4.0,0.9
AA_b47c2091-d93e-49d,orf_eng,44,59,0,54.0,60.0,55,4.0,0.9
AA_d897830f-bbaa-44d,letterid_urd,2,78,0,58.0,60.0,68,3.0,1.0
AA_d897830f-bbaa-44d,idwrd_urd,20,28,8,28.0,28.0,36,3.0,1.0
AA_d897830f-bbaa-44d,orf_urd,14,60,6,32.0,33.0,50,3.0,1.0
AA_d897830f-bbaa-44d,letterid_eng,38,90,3,59.0,60.0,55,3.0,0.9
AA_d897830f-bbaa-44d,idwrd_eng,0,49,94,45.0,49.0,143,3.0,0.8
AA_d897830f-bbaa-44d,orf_eng,6,59,0,55.0,60.0,28,3.0,1.0
AA_519d13b2-37f9-45c,letterid_eng,39,89,3,47.0,49.0,54,1.0,0.9
AA_519d13b2-37f9-45c,idwrd_eng,0,49,0,0.0,1.0,16,1.0,0.7
AA_68b78def-9aaa-4e3,letterid_urd,3,78,0,41.0,44.0,48,2.0,1.0
AA_68b78def-9aaa-4e3,idwrd_urd,16,20,5,17.0,20.0,25,2.0,1.0
AA_68b78def-9aaa-4e3,orf_urd,7,53,1,16.0,17.0,21,2.0,1.0
AA_68b78def-9aaa-4e3,letterid_eng,54,97,43,78.0,80.0,139,2.0,1.0
AA_68b78def-9aaa-4e3,pw_eng,4,30,147,9.0,13.0,177,2.0,1.0
AA_68b78def-9aaa-4e3,idwrd_eng,10,49,175,15.0,18.0,223,2.0,1.0
AA_68b78def-9aaa-4e3,orf_eng,7,59,0,8.0,12.0,32,2.0,1.0
AA_44e68d46-79a6-402,letterid_urd,5,78,18,48.0,67.0,96,5.0,1.0
AA_44e68d46-79a6-402,orf_urd,42,60,3,60.0,60.0,63,5.0,1.0
AA_44e68d46-79a6-402,letterid_eng,43,97,74,98.0,100.0,171,5.0,1.0
AA_44e68d46-79a6-402,idwrd_eng,24,49,7,47.0,50.0,52,5.0,1.0
AA_44e68d46-79a6-402,orf_eng,38,59,5,52.0,57.0,55,5.0,1.0
AA_be261198-6c5f-4b9,letterid_urd,0,78,0,19.0,29.0,33,1.0,0.6
AA_be261198-6c5f-4b9,idwrd_urd,1,47,0,0.0,5.0,33,1.0,0.9
AA_be261198-6c5f-4b9,letterid_eng,13,97,0,0.0,5.0,28,1.0,0.9
AA_be261198-6c5f-4b9,idwrd_eng,0,49,0,0.0,5.0,7,1.0,0.9
AA_be261198-6c5f-4b9,pw_eng,0,30,1,0.0,5.0,31,1.0,0.7
AA_b929908f-532d-4e7,orf_urd,11,60,22,60.0,60.0,81,4.0,0.7
AA_9d92617a-c53f-43e,letterid_urd,12,78,9,76.0,77.0,83,5.0,1.0
AA_9d92617a-c53f-43e,idwrd_urd,45,50,3,49.0,50.0,53,5.0,1.0
AA_9d92617a-c53f-43e,orf_urd,43,60,0,60.0,60.0,60,5.0,1.0
AA_9d92617a-c53f-43e,letterid_eng,64,97,9,98.0,100.0,103,5.0,1.0
AA_9d92617a-c53f-43e,pw_eng,4,30,0,45.0,50.0,28,5.0,1.0
AA_9d92617a-c53f-43e,idwrd_eng,48,49,2,49.0,50.0,51,5.0,1.0
AA_9d92617a-c53f-43e,orf_eng,58,59,1,59.0,60.0,59,5.0,1.0
AA_de08d551-d829-448,letterid_urd,10,78,0,50.0,50.0,61,2.0,1.0
AA_de08d551-d829-448,idwrd_urd,7,50,1,14.0,19.0,31,2.0,1.0
AA_de08d551-d829-448,orf_urd,3,60,0,14.0,20.0,36,2.0,1.0
AA_de08d551-d829-448,letterid_eng,50,97,0,67.0,67.0,67,2.0,1.0
AA_de08d551-d829-448,pw_eng,4,30,0,10.0,15.0,27,2.0,1.0
AA_de08d551-d829-448,idwrd_eng,8,49,36,13.0,16.0,85,2.0,1.0
AA_de08d551-d829-448,orf_eng,0,59,17,20.0,23.0,76,2.0,1.0
AA_271887cf-1b78-4ce,letterid_urd,11,78,45,49.0,63.0,123,3.0,0.9
AA_271887cf-1b78-4ce,idwrd_urd,18,50,15,28.0,40.0,50,3.0,0.9
AA_271887cf-1b78-4ce,orf_urd,21,60,4,32.0,60.0,60,3.0,0.9
AA_271887cf-1b78-4ce,letterid_eng,47,97,6,58.0,71.0,81,3.0,0.9
AA_271887cf-1b78-4ce,pw_eng,0,30,100,3.0,10.0,130,3.0,0.9
AA_271887cf-1b78-4ce,idwrd_eng,1,49,0,24.0,42.0,15,3.0,0.7
AA_271887cf-1b78-4ce,orf_eng,5,59,61,16.0,36.0,120,3.0,0.9
AA_cc3e50b9-d8fd-494,idwrd_urd,14,50,23,27.0,32.0,73,2.0,0.8
AA_cc3e50b9-d8fd-494,orf_urd,10,60,59,31.0,35.0,119,2.0,0.9
AA_cc3e50b9-d8fd-494,letterid_eng,50,97,133,69.0,70.0,229,2.0,0.9
AA_cc3e50b9-d8fd-494,pw_eng,5,30,65,0.0,5.0,95,2.0,0.9
AA_cc3e50b9-d8fd-494,idwrd_eng,6,49,74,18.0,22.0,122,2.0,0.7
AA_9f532c2d-d760-4fa,letterid_urd,0,78,0,38.0,63.0,77,3.0,1.0
AA_9f532c2d-d760-4fa,idwrd_urd,30,50,4,49.0,50.0,52,3.0,1.0
AA_9f532c2d-d760-4fa,orf_urd,43,60,13,59.0,60.0,72,3.0,1.0
AA_9f532c2d-d760-4fa,letterid_eng,42,97,67,100.0,100.0,163,3.0,1.0
AA_9f532c2d-d760-4fa,pw_eng,0,30,0,9.0,32.0,28,3.0,1.0
AA_9f532c2d-d760-4fa,idwrd_eng,16,49,79,47.0,50.0,127,3.0,1.0
AA_9f532c2d-d760-4fa,orf_eng,45,54,9,54.0,60.0,62,3.0,1.0
AA_0d43f0f6-2d6b-44e,letterid_urd,5,78,0,62.0,63.0,66,4.0,1.0
AA_0d43f0f6-2d6b-44e,idwrd_urd,39,50,8,49.0,50.0,56,4.0,1.0
AA_0d43f0f6-2d6b-44e,orf_urd,43,60,0,59.0,60.0,59,4.0,1.0
AA_0d43f0f6-2d6b-44e,letterid_eng,54,97,7,100.0,100.0,100,4.0,1.0
AA_0d43f0f6-2d6b-44e,pw_eng,4,30,103,44.0,50.0,133,4.0,0.9
AA_0d43f0f6-2d6b-44e,idwrd_eng,41,49,1,46.0,50.0,46,4.0,1.0
AA_0d43f0f6-2d6b-44e,orf_eng,49,59,2,52.0,60.0,60,4.0,1.0
AA_aa8eabb8-8f23-448,letterid_urd,8,78,53,100.0,100.0,131,5.0,0.9
AA_aa8eabb8-8f23-448,idwrd_urd,40,49,26,48.0,50.0,75,5.0,0.9
AA_aa8eabb8-8f23-448,orf_urd,42,60,5,60.0,60.0,64,5.0,0.9
AA_aa8eabb8-8f23-448,letterid_eng,57,97,36,100.0,100.0,131,5.0,1.0
AA_aa8eabb8-8f23-448,pw_eng,3,30,108,37.0,50.0,138,5.0,1.0
AA_aa8eabb8-8f23-448,idwrd_eng,33,49,5,49.0,50.0,53,5.0,1.0
AA_aa8eabb8-8f23-448,orf_eng,34,59,8,56.0,60.0,62,5.0,1.0
AA_a8b75240-0f0f-44f,letterid_urd,0,78,0,40.0,42.0,15,1.0,0.95
AA_a8b75240-0f0f-44f,idwrd_urd,0,50,0,1.0,6.0,24,1.0,0.9
AA_a8b75240-0f0f-44f,letterid_eng,51,97,3,61.0,61.0,63,1.0,0.95
AA_a8b75240-0f0f-44f,pw_eng,1,30,0,1.0,6.0,5,1.0,0.85
AA_bc78193f-3d1b-4a1,letterid_urd,13,78,2,32.0,35.0,62,1.0,1.0
AA_bc78193f-3d1b-4a1,idwrd_urd,40,47,3,48.0,50.0,50,1.0,1.0
AA_bc78193f-3d1b-4a1,orf_urd,33,60,6,47.0,50.0,59,1.0,1.0
AA_bc78193f-3d1b-4a1,letterid_eng,49,90,3,74.0,75.0,66,1.0,1.0
AA_bc78193f-3d1b-4a1,pw_eng,0,30,0,1.0,6.0,2,1.0,0.7
AA_81cc4088-35cb-41b,letterid_urd,8,78,1,35.0,40.0,50,2.0,1.0
AA_81cc4088-35cb-41b,idwrd_urd,2,50,0,0.0,5.0,3,2.0,1.0
AA_81cc4088-35cb-41b,orf_urd,1,60,0,0.0,5.0,9,2.0,1.0
AA_81cc4088-35cb-41b,letterid_eng,6,97,0,0.0,10.0,22,2.0,1.0
AA_aa100754-6f80-435,letterid_urd,1,78,0,21.0,27.0,50,1.0,0.8
AA_aa100754-6f80-435,letterid_eng,10,70,0,4.0,20.0,10,1.0,0.9
AA_aa100754-6f80-435,pw_eng,3,30,0,0.0,5.0,4,1.0,0.5
AA_fbc07ae4-2c3f-40d,idwrd_urd,1,50,0,1.0,6.0,9,2.0,0.9
AA_fbc07ae4-2c3f-40d,orf_urd,2,60,18,1.0,6.0,78,2.0,0.9
AA_fbc07ae4-2c3f-40d,letterid_eng,24,97,7,49.0,49.0,37,2.0,0.9
AA_135c74c9-c70c-435,letterid_urd,26,67,8,67.0,72.0,71,2.0,1.0
AA_135c74c9-c70c-435,idwrd_urd,0,50,0,1.0,6.0,21,2.0,0.9
AA_135c74c9-c70c-435,letterid_eng,65,90,5,76.0,76.0,78,2.0,1.0
AA_135c74c9-c70c-435,pw_eng,0,30,0,1.0,6.0,27,2.0,0.9
AA_135c74c9-c70c-435,idwrd_eng,6,49,174,5.0,18.0,222,2.0,0.95
AA_089659f0-087a-4dd,idwrd_urd,1,50,146,0.0,5.0,196,3.0,0.5
AA_089659f0-087a-4dd,letterid_eng,46,97,84,99.0,100.0,178,3.0,1.0
AA_089659f0-087a-4dd,pw_eng,0,30,154,0.0,5.0,184,3.0,0.7
AA_a8f57a8e-c029-4c9,idwrd_urd,0,50,0,0.0,5.0,22,2.0,0.8
AA_a8f57a8e-c029-4c9,letterid_eng,4,51,0,1.0,11.0,4,2.0,0.7
AA_430d23d7-68df-42a,letterid_urd,6,78,0,4.0,18.0,24,1.0,0.9
AA_430d23d7-68df-42a,letterid_eng,0,97,0,3.0,15.0,6,1.0,0.9
AA_a9c5ede9-f374-4d5,idwrd_urd,0,50,0,3.0,8.0,50,2.0,0.8
AA_a9c5ede9-f374-4d5,orf_urd,0,60,0,4.0,10.0,28,2.0,0.9
AA_a9c5ede9-f374-4d5,letterid_eng,41,97,3,55.0,55.0,58,2.0,0.9
AA_a9c5ede9-f374-4d5,pw_eng,0,30,194,7.0,14.0,224,2.0,0.9
AA_a9c5ede9-f374-4d5,idwrd_eng,0,49,95,5.0,11.0,144,2.0,0.7
AA_a9c5ede9-f374-4d5,orf_eng,2,59,0,1.0,6.0,53,2.0,0.6
AA_0e2dac14-5204-4dc,orf_urd,0,60,0,5.0,10.0,44,2.0,0.5
AA_0e2dac14-5204-4dc,letterid_eng,41,97,1,78.0,80.0,62,2.0,0.9
AA_0e2dac14-5204-4dc,pw_eng,0,30,5,1.0,6.0,35,2.0,0.8
AA_0e2dac14-5204-4dc,idwrd_eng,3,49,175,1.0,6.0,224,2.0,0.8
AA_0e2dac14-5204-4dc,orf_eng,1,59,0,1.0,6.0,50,2.0,0.9
AA_bf833efb-b7bf-4a0,letterid_urd,12,78,5,55.0,59.0,66,2.0,1.0
AA_bf833efb-b7bf-4a0,idwrd_urd,8,50,2,9.0,44.0,52,2.0,1.0
AA_bf833efb-b7bf-4a0,orf_urd,21,37,0,32.0,45.0,27,2.0,1.0
AA_bf833efb-b7bf-4a0,letterid_eng,71,97,7,92.0,93.0,101,2.0,1.0
AA_bf833efb-b7bf-4a0,pw_eng,0,30,0,1.0,5.0,18,2.0,1.0
AA_bf833efb-b7bf-4a0,idwrd_eng,0,49,0,0.0,6.0,6,2.0,1.0
AA_bf833efb-b7bf-4a0,orf_eng,2,59,0,30.0,34.0,6,2.0,1.0
AA_44eadcb8-72fe-43d,letterid_eng,25,97,0,79.0,80.0,48,3.0,0.9
AA_3b6b6972-0052-450,letterid_urd,2,78,0,60.0,60.0,63,1.0,1.0
AA_3b6b6972-0052-450,idwrd_urd,6,50,0,13.0,19.0,34,1.0,1.0
AA_3b6b6972-0052-450,orf_urd,5,60,1,17.0,26.0,39,1.0,1.0
AA_3b6b6972-0052-450,letterid_eng,41,97,1,77.0,78.0,78,1.0,1.0
AA_3b6b6972-0052-450,pw_eng,5,30,153,10.0,30.0,183,1.0,1.0
AA_3b6b6972-0052-450,idwrd_eng,0,49,172,4.0,14.0,221,1.0,0.8
AA_3b6b6972-0052-450,orf_eng,4,59,0,0.0,5.0,12,1.0,1.0
AA_4e25386a-f7bc-4a1,letterid_urd,1,78,0,99.0,100.0,76,5.0,0.8
AA_4e25386a-f7bc-4a1,idwrd_urd,40,50,4,48.0,50.0,54,5.0,0.9
AA_4e25386a-f7bc-4a1,orf_urd,35,60,0,59.0,60.0,58,5.0,0.9
AA_4e25386a-f7bc-4a1,letterid_eng,60,89,2,82.0,83.0,86,5.0,0.9
AA_4e25386a-f7bc-4a1,idwrd_eng,19,26,8,31.0,37.0,34,5.0,0.7
AA_4e25386a-f7bc-4a1,orf_eng,22,59,2,45.0,56.0,45,5.0,0.9
AA_5dce002b-57cd-4c9,letterid_urd,5,78,23,76.0,78.0,101,5.0,1.0
AA_5dce002b-57cd-4c9,idwrd_urd,43,50,2,50.0,50.0,52,5.0,1.0
AA_5dce002b-57cd-4c9,orf_urd,43,60,1,60.0,60.0,60,5.0,1.0
AA_5dce002b-57cd-4c9,letterid_eng,52,97,9,99.0,99.0,101,5.0,1.0
AA_5dce002b-57cd-4c9,pw_eng,0,30,118,39.0,50.0,148,5.0,0.8
AA_5dce002b-57cd-4c9,idwrd_eng,20,49,3,49.0,50.0,48,5.0,1.0
AA_5dce002b-57cd-4c9,orf_eng,47,59,1,57.0,60.0,57,5.0,1.0
AA_5e864c07-25df-4cc,letterid_urd,17,78,23,95.0,95.0,101,4.0,1.0
AA_5e864c07-25df-4cc,idwrd_urd,44,50,2,49.0,50.0,52,4.0,1.0
AA_5e864c07-25df-4cc,orf_urd,43,60,0,59.0,60.0,60,4.0,1.0
AA_5e864c07-25df-4cc,letterid_eng,70,97,13,100.0,100.0,96,4.0,1.0
AA_5e864c07-25df-4cc,pw_eng,5,30,27,43.0,50.0,53,4.0,1.0
AA_5e864c07-25df-4cc,idwrd_eng,43,49,73,49.0,50.0,121,4.0,1.0
AA_5e864c07-25df-4cc,orf_eng,48,59,1,50.0,60.0,58,4.0,1.0
AA_7e0f11d6-0031-492,letterid_urd,2,78,0,45.0,46.0,45,2.0,0.9
AA_7e0f11d6-0031-492,idwrd_urd,10,50,1,13.0,16.0,16,2.0,0.9
AA_7e0f11d6-0031-492,orf_urd,6,60,2,19.0,22.0,34,2.0,0.9
AA_7e0f11d6-0031-492,letterid_eng,36,97,0,51.0,51.0,50,2.0,0.9
AA_7e0f11d6-0031-492,pw_eng,5,30,151,12.0,16.0,181,2.0,0.8
AA_7e0f11d6-0031-492,idwrd_eng,0,49,174,6.0,12.0,223,2.0,0.8
AA_7e0f11d6-0031-492,orf_eng,5,59,0,9.0,13.0,23,2.0,0.8
AA_91ecf22b-d335-4de,letterid_urd,2,78,10,89.0,89.0,88,4.0,0.9
AA_91ecf22b-d335-4de,idwrd_urd,38,50,1,50.0,50.0,48,4.0,0.9
AA_91ecf22b-d335-4de,orf_urd,41,60,2,60.0,60.0,62,4.0,0.9
AA_91ecf22b-d335-4de,letterid_eng,62,97,57,100.0,100.0,151,4.0,0.9
AA_91ecf22b-d335-4de,pw_eng,4,30,96,40.0,50.0,126,4.0,0.9
AA_91ecf22b-d335-4de,idwrd_eng,10,49,25,50.0,50.0,74,4.0,0.9
AA_91ecf22b-d335-4de,orf_eng,18,59,9,58.0,60.0,65,4.0,0.9
AA_69691a12-deef-4dd,letterid_urd,20,78,6,38.0,54.0,54,3.0,1.0
AA_69691a12-deef-4dd,idwrd_urd,0,50,0,0.0,5.0,18,3.0,1.0
AA_69691a12-deef-4dd,orf_urd,0,60,0,0.0,5.0,25,3.0,1.0
AA_69691a12-deef-4dd,letterid_eng,47,97,8,74.0,74.0,87,3.0,1.0
AA_69691a12-deef-4dd,pw_eng,0,30,0,0.0,5.0,21,3.0,0.9
AA_69691a12-deef-4dd,idwrd_eng,0,49,106,5.0,13.0,155,3.0,0.9
AA_69691a12-deef-4dd,orf_eng,6,59,0,1.0,6.0,39,3.0,0.9
AA_e2237f3f-eb26-4b7,letterid_urd,5,78,55,75.0,75.0,133,2.0,1.0
AA_e2237f3f-eb26-4b7,idwrd_urd,38,50,10,49.0,50.0,60,2.0,1.0
AA_e2237f3f-eb26-4b7,orf_urd,42,60,15,59.0,60.0,75,2.0,1.0
AA_e2237f3f-eb26-4b7,letterid_eng,47,97,123,100.0,100.0,219,2.0,1.0
AA_e2237f3f-eb26-4b7,pw_eng,3,30,164,30.0,35.0,192,2.0,1.0
AA_e2237f3f-eb26-4b7,idwrd_eng,37,49,3,48.0,50.0,51,2.0,0.6
AA_e2237f3f-eb26-4b7,orf_eng,38,59,7,56.0,60.0,59,2.0,1.0
AA_05729872-0031-4b1,letterid_urd,3,78,6,97.0,100.0,84,3.0,0.9
AA_05729872-0031-4b1,idwrd_urd,24,40,14,27.0,32.0,52,3.0,0.9
AA_05729872-0031-4b1,orf_urd,21,36,18,30.0,36.0,54,3.0,0.9
AA_05729872-0031-4b1,letterid_eng,75,97,82,100.0,100.0,165,3.0,0.9
AA_05729872-0031-4b1,pw_eng,3,30,0,1.0,7.0,7,3.0,0.9
AA_05729872-0031-4b1,idwrd_eng,11,49,0,14.0,17.0,26,3.0,0.9
AA_05729872-0031-4b1,orf_eng,2,59,0,1.0,7.0,38,3.0,0.9
AA_2387d28e-9d18-473,idwrd_urd,6,50,5,27.0,31.0,55,3.0,1.0
AA_2387d28e-9d18-473,orf_urd,5,60,0,23.0,33.0,54,3.0,1.0
AA_2387d28e-9d18-473,letterid_eng,49,97,5,94.0,94.0,99,3.0,1.0
AA_2387d28e-9d18-473,pw_eng,0,30,41,0.0,5.0,71,3.0,1.0
AA_2387d28e-9d18-473,idwrd_eng,0,49,0,0.0,5.0,40,3.0,1.0
AA_2387d28e-9d18-473,orf_eng,5,59,0,0.0,5.0,21,3.0,1.0
AA_158fcd1e-4d4e-4d0,letterid_urd,1,78,17,57.0,57.0,95,1.0,0.8
AA_158fcd1e-4d4e-4d0,idwrd_urd,2,50,0,22.0,28.0,41,1.0,0.7
AA_158fcd1e-4d4e-4d0,orf_urd,1,60,0,34.0,43.0,25,1.0,0.6
AA_158fcd1e-4d4e-4d0,letterid_eng,40,97,127,100.0,100.0,221,1.0,0.9
AA_158fcd1e-4d4e-4d0,idwrd_eng,1,49,16,21.0,32.0,65,1.0,0.5
AA_bd2f2910-0953-45a,letterid_urd,1,78,0,100.0,100.0,54,4.0,1.0
AA_bd2f2910-0953-45a,idwrd_urd,2,50,73,42.0,46.0,123,4.0,1.0
AA_bd2f2910-0953-45a,orf_urd,5,60,71,22.0,23.0,131,4.0,1.0
AA_bd2f2910-0953-45a,letterid_eng,35,97,0,100.0,100.0,57,4.0,1.0
AA_bd2f2910-0953-45a,pw_eng,3,30,0,0.0,5.0,16,4.0,1.0
AA_bd2f2910-0953-45a,idwrd_eng,0,49,2,0.0,5.0,51,4.0,1.0
AA_bd2f2910-0953-45a,orf_eng,4,59,0,0.0,5.0,12,4.0,1.0
AA_788dfa6a-d7ba-413,letterid_urd,7,78,30,97.0,100.0,108,5.0,1.0
AA_788dfa6a-d7ba-413,idwrd_urd,44,50,1,48.0,50.0,49,5.0,1.0
AA_788dfa6a-d7ba-413,orf_urd,42,60,0,60.0,60.0,59,5.0,1.0
AA_788dfa6a-d7ba-413,letterid_eng,80,97,54,100.0,100.0,148,5.0,1.0
AA_788dfa6a-d7ba-413,pw_eng,5,30,22,36.0,50.0,52,5.0,1.0
AA_788dfa6a-d7ba-413,idwrd_eng,44,49,2,45.0,50.0,50,5.0,1.0
AA_788dfa6a-d7ba-413,orf_eng,55,59,1,53.0,60.0,60,5.0,1.0
AA_ba957417-5e7b-491,letterid_urd,13,78,15,56.0,63.0,93,5.0,1.0
AA_ba957417-5e7b-491,idwrd_urd,8,50,22,13.0,23.0,72,5.0,1.0
AA_ba957417-5e7b-491,orf_urd,12,60,19,19.0,35.0,79,5.0,1.0
AA_ba957417-5e7b-491,letterid_eng,52,97,128,94.0,94.0,224,5.0,1.0
AA_ba957417-5e7b-491,idwrd_eng,8,15,5,6.0,17.0,19,5.0,1.0
AA_4f99136d-8961-4e8,letterid_urd,4,78,10,67.0,73.0,88,2.0,1.0
AA_4f99136d-8961-4e8,idwrd_urd,7,50,73,19.0,22.0,123,2.0,1.0
AA_4f99136d-8961-4e8,orf_urd,22,60,6,38.0,45.0,52,2.0,1.0
AA_4f99136d-8961-4e8,letterid_eng,62,97,65,92.0,93.0,156,2.0,1.0
AA_4f99136d-8961-4e8,pw_eng,0,30,191,11.0,25.0,221,2.0,1.0
AA_4f99136d-8961-4e8,idwrd_eng,0,49,112,11.0,19.0,161,2.0,1.0
AA_e9ef5a5c-fae0-45a,letterid_urd,0,78,0,20.0,35.0,18,1.0,0.9
AA_e9ef5a5c-fae0-45a,idwrd_urd,1,50,0,1.0,6.0,22,1.0,0.8
AA_e9ef5a5c-fae0-45a,orf_urd,0,60,0,1.0,6.0,1,1.0,0.8
AA_e9ef5a5c-fae0-45a,letterid_eng,29,97,31,14.0,26.0,127,1.0,0.9
AA_e9ef5a5c-fae0-45a,pw_eng,3,30,177,1.0,6.0,207,1.0,0.8
AA_e9ef5a5c-fae0-45a,idwrd_eng,1,49,0,1.0,6.0,11,1.0,0.8
AA_be2450d2-2128-493,letterid_urd,9,78,34,87.0,89.0,112,4.0,1.0
AA_be2450d2-2128-493,idwrd_urd,29,47,17,37.0,48.0,64,4.0,1.0
AA_be2450d2-2128-493,orf_urd,27,60,20,58.0,60.0,77,4.0,1.0
AA_be2450d2-2128-493,letterid_eng,58,97,71,100.0,100.0,168,4.0,1.0
AA_be2450d2-2128-493,pw_eng,0,30,0,0.0,5.0,26,4.0,0.8
AA_be2450d2-2128-493,idwrd_eng,9,43,6,38.0,47.0,38,4.0,1.0
AA_be2450d2-2128-493,orf_eng,21,59,3,45.0,60.0,37,4.0,1.0
AA_b2abea24-c5e2-478,letterid_urd,8,78,63,29.0,36.0,140,4.0,1.0
AA_b2abea24-c5e2-478,idwrd_urd,38,50,38,48.0,50.0,88,4.0,1.0
AA_b2abea24-c5e2-478,orf_urd,40,60,4,60.0,60.0,64,4.0,1.0
AA_b2abea24-c5e2-478,letterid_eng,75,97,65,99.0,100.0,160,4.0,1.0
AA_b2abea24-c5e2-478,pw_eng,0,30,20,30.0,36.0,50,4.0,1.0
AA_b2abea24-c5e2-478,idwrd_eng,19,49,3,50.0,50.0,41,4.0,1.0
AA_b2abea24-c5e2-478,orf_eng,47,59,0,60.0,60.0,57,4.0,1.0
AA_374d6c43-5ef4-4ab,letterid_urd,8,78,1,23.0,28.0,50,1.0,1.0
AA_374d6c43-5ef4-4ab,idwrd_urd,0,50,0,0.0,5.0,33,1.0,1.0
AA_374d6c43-5ef4-4ab,orf_urd,1,60,0,0.0,5.0,22,1.0,1.0
AA_374d6c43-5ef4-4ab,letterid_eng,33,97,39,30.0,36.0,134,1.0,1.0
AA_374d6c43-5ef4-4ab,pw_eng,0,30,0,0.0,5.0,7,1.0,1.0
AA_374d6c43-5ef4-4ab,idwrd_eng,1,22,0,0.0,5.0,20,1.0,1.0
AA_374d6c43-5ef4-4ab,orf_eng,2,59,0,0.0,5.0,38,1.0,1.0
AA_83e92973-f500-426,letterid_urd,3,78,0,53.0,54.0,67,4.0,1.0
AA_83e92973-f500-426,idwrd_urd,1,50,0,2.0,25.0,11,4.0,0.9
AA_83e92973-f500-426,orf_urd,2,60,0,0.0,12.0,7,4.0,1.0
AA_83e92973-f500-426,letterid_eng,31,97,1,40.0,41.0,61,4.0,1.0
